tau=0.1,tau=0.25,tau=0.5,tau=1,tau=5,naive
0.351820805657601,0.505737008238733,0.5484366565498062,0.6279436588244774,0.8248142742012042,0.005084973745417054
0.26370743699149407,0.5829099025174489,0.8462495989534305,0.9329602085929741,0.6554595577133706,0.0014449927792905548
0.8212652676175649,0.3141568018703371,0.93539610294095,0.877624759837193,0.12116831440109642,0.00023566931862295526
0.5156417384799294,0.347338929734964,0.8815753829079049,0.692380409849421,0.11229491777672446,2.2006978961375268e-07
0.3200119478896798,0.8603694890185374,0.8517378982468672,0.6193952755787157,0.931648503689091,2.5451046085422924e-05
0.940898101567843,0.6535528591595596,0.8470322803739783,0.018476370070657725,0.14333756135581133,0.0010622325864039217
0.07163851886111978,0.892059566791764,0.6098451288441536,0.6423233109261508,0.663076657303909,0.00023601755709601324
0.9736707826252442,0.15295222477051798,0.6362365485194997,0.49403246353647523,0.9261972521165124,0.002653038011539377
0.2078922616906972,0.18633019674261644,0.45463399999869764,0.5066192120898758,0.5254469123641523,0.00033097140056415064
0.5419898240932266,0.9823455920966188,0.5336621349026938,0.29582223757540554,0.3766773561733811,0.06414597411221412
0.2894528905259541,0.6286578404047621,0.4339951913204902,0.2683571576287521,0.79973826421693,4.163975430770961e-05
0.47894529881304165,0.27411651695755923,0.44875196718727584,0.8609097483117267,0.3221612925927124,0.023780341559527574
0.5356085764668217,0.08301234470195361,0.5068221872552269,0.3305453107701782,0.10399781951894058,0.00015201010632348577
0.16955632601472484,0.7539099682196682,0.5267041156571547,0.5284257812408781,0.5296601908372357,0.0012407098218460977
0.39699032951757884,0.7113143440315322,0.7729896459288618,0.49749785165437993,0.2510489575647645,0.002335715835684926
0.559448962762023,0.28536861280762804,0.1253174283854769,0.25586063674813697,0.049425230704130005,0.0032124439115233105
0.295352213142407,0.9792940789291509,0.19853797209425003,0.533039211576203,0.5538359263243321,0.0020609570708283176
0.8897610060895252,0.6374046851995946,0.869363185216538,0.32946313334247085,0.5047909070596596,0.0011858157309360129
0.47761470558519187,0.21465740383061555,0.47142560491731467,0.7113975957590774,0.9179909984592185,0.00013922471526306435
0.42773336888376245,0.8043962054919718,0.7665189325863805,0.5655955140970482,0.496225959386695,0.003698161795192001
0.07416895851434735,0.9898727429548039,0.9634653658134719,0.04775222317294862,0.9551308745925279,0.0004720362949038881
0.5652896419839917,0.9499424138704089,0.9990498920949633,0.7325329525412229,0.9501514743100128,0.014392388947573886
0.1664697394766562,0.009737523923550309,0.6659030770939528,0.07626966826965133,0.2677207016255788,1.166356449411321e-05
0.15043425757715545,0.45287573587057617,0.9433894520064161,0.7003202794232523,0.19859541909300918,0.0016265197453468883
0.3556852481995116,0.7935822898148368,0.5911440812481247,0.3155711190989818,0.618952309654109,0.003529544275851393
0.666190108957024,0.04580501824380149,0.781681085809672,0.6315603587839654,0.3844948882915178,0.0002916920214646179
0.8943849803237721,0.6909016325363606,0.9039568176136186,0.5926911319428447,0.8013788033500253,6.901289570371283e-06
0.8139298357875004,0.10258435394235203,0.9422309472616764,0.5599587082998074,0.4646023017622917,9.30493097414109e-05
0.22380627356791422,0.5726642947168009,0.6550219289595125,0.7244883390979103,0.40299738232151466,0.006703926891730272
0.24591713345035848,0.8976627655629399,0.6132733457139942,0.8924632371281399,0.9244321599417301,0.0008507961696032629
0.9099067232528668,0.011552531306956668,0.470802554486593,0.05235000786110866,0.3806093391493297,0.0006873561108460269
0.9028774289759421,0.6558589855972798,0.011441469375715777,0.5259938935865468,0.03924631527288881,1.3078223067286565e-05
0.40409264838950254,0.004368241199449981,0.5325540354900892,0.7562334031476906,0.26132821474557155,3.3397512533284157e-09
0.08628809125439758,0.4121253579209418,0.4488475781083596,0.1891473424540683,0.6901367505223905,3.540522244349642e-05
0.33328294894457616,0.15770548896701583,0.22146133287341752,0.32994751239306186,0.6462332446782906,0.003984453903947416
0.8308767844788008,0.0031031137425735337,0.8200614884814053,0.8563041737788023,0.12670020602399223,0.0001353376712197596
0.23867810292749694,0.9030846125109603,0.6756244669484083,0.7069382334735923,0.7936243805951619,1.7620177565902395e-06
0.7634224121837573,0.01939601834945421,0.21220590589921187,0.6519377738836064,0.5233858913564078,6.344316005879591e-08
0.7783511391129352,0.2015494102201833,0.3831412548388683,0.6519673416500178,0.8100121359873356,0.0014882544348018278
0.8229589325666272,0.38925916991355825,0.02170802782276651,0.013301050535019319,0.6403287954551193,0.022488091970243262
0.16615596540088695,0.27269169624532186,0.22078609456838189,0.2270139109061022,0.7970499168939006,0.011170554941112298
0.8608475341730497,0.04324536357446121,0.24481802131501257,0.8018090092831411,0.07097872172518138,0.00033202323313474835
0.05827873940405969,0.5538324518908674,0.2049319409324135,0.8933630778450892,0.07897552486316912,0.00025127760529164433
0.7535621237993924,0.7382716751487916,0.07565109244531983,0.8733571277989064,,0.002136467385669194
0.09687905469765622,0.12911514531360263,0.2361352895434685,0.5583326421946432,0.2196181896069084,0.0006522168954090635
0.01713904294003401,0.4263863627560893,0.15719336541620318,0.2979042441383383,0.98440680234765,0.005437050811112787
0.020903935097934898,0.9803227609612026,0.8920791542873366,0.09831712575663291,0.7473520057009416,1.0591113108748829e-07
0.6638839885104941,0.339756763316388,0.29106963476559694,0.0686022064024822,0.9597647143778042,0.002542092869303292
0.03247818697520821,0.5640110266835748,0.4279792657510481,0.46266168854946843,0.322773315749936,0.0021002955670179624
0.18359233967303,0.7465585332884231,0.06610474094592683,0.8192258867433908,0.9356002153340733,0.0005588364512778554
0.052846278623202195,0.2627472155571754,0.03206373852264689,0.006849376661958206,0.12770995196530258,0.003191344874651336
0.4089158031232428,0.7757508859363585,0.07447173616870449,0.3713041731353202,0.9375567027281616,0.00016512745798857864
0.8501509361879903,0.9061752005795402,0.15858501338959619,0.48446583345769545,0.7207793187584229,1.0668817892356408e-05
0.6915668621394522,0.6902782834424758,0.15712053896389389,0.07929967978701176,0.2687269005642521,0.004810202134122088
0.028197083785633126,0.2147712142581745,0.8509384041836199,0.9777688078201557,0.3562971781169935,0.0008661421641283917
0.09616296390356165,0.7364142410304564,0.7076391922375822,0.01792775543136523,0.23244114593021065,0.000851942095623226
0.8756232773208973,0.6007898753924106,0.36336971654385136,0.5895487547718766,0.010523121541101327,0.0001589802230452797
0.9831234853760076,0.07850800289323843,0.8725437174619229,0.5657245556536253,0.03994522989226708,7.087522952875513e-05
0.8568066226481581,0.6295461025865894,0.027472731626091977,0.2624593604124699,0.9954409801681234,0.018650643919485344
0.5612697705763762,0.4720494033973232,0.06888426595767785,0.8326196918828843,0.77920397611289,0.029527604813895603
0.7982486610769323,0.03178820741510743,0.4527746660041278,0.20520349166460497,0.4550849030897257,0.004659154984210434
0.7985404239750695,0.5310408954558935,0.5128433494814153,0.8554396648854867,0.439489337191398,0.0009475024875338356
0.1520657734860383,0.8655763169132131,0.6055180983919565,0.14499841950954884,0.20892558958220725,
0.583683909409012,0.2697310491324532,0.5555833428548121,0.8527261282871735,0.029096515421950384,0.0015852626890915378
0.12465476343998798,0.44038132224935833,0.9891398218832589,0.5900049360976927,0.5938691570750271,9.86604371089328e-07
0.15415160826303495,0.9505490862341159,0.17185430407135682,0.0696554661158821,0.0507753485944557,0.0001560004612064514
0.9093031089606974,0.3525293556191979,0.19966533242894047,0.9377018461802246,0.13289491274557938,0.0009606565384322474
0.8579719634401703,0.2765095590354891,0.7347373509557145,0.04156975781537089,0.6838154969780795,0.000576856732902975
0.8691131511172303,0.6619194692412045,0.9650899660513688,0.7099800429333682,0.37299500469318786,0.0001777744084562327
0.7943188560297438,0.13807019629601097,0.4819259800463079,,0.8564145889413304,0.00010659865464912599
0.3868905249316026,0.5591331086848997,0.9693121373479608,0.8285647847748323,0.3764416472902447,0.002663653700012092
0.6815403499939746,0.4758741989471902,0.9583442292852011,0.07304783299562151,0.7995340432920007,3.97311313721227e-05
0.9011362146323046,0.5217542120245996,0.9453181446754938,0.48938158425423745,0.32600173664067755,0.02293866599712302
0.2292049014655867,0.9233029522049984,0.7644102085076429,0.07370240551349883,0.5619706237296478,2.0989140212535062e-06
0.7617797145778251,0.6177334097637025,0.003784562622112446,0.10041985007525168,0.9302883516835014,0.00027178992491772025
0.759718331581585,0.5037505198466059,0.6476986545500655,0.4271375135317015,0.22904296089690035,0.00011235647891627565
0.47466642910364887,0.016070107758038205,0.6468962627252778,0.5401177792036805,0.34327709721576627,0.0008681362640190482
0.6624153372269805,0.8103784353570391,0.5278121185795221,0.2744544426698203,0.4623517559768462,0.000101884126120666
0.49106102796789164,0.2508240875768405,0.7661145145838705,0.7573565393755672,0.7761489829102286,0.000214586658978555
0.770547179021387,0.10807592769812399,0.6783049602067389,0.4671420464822123,0.9875367361566951,0.004201005348344888
,0.8251308331555561,0.3968647974110961,0.8927681849608338,0.17941511283165593,1.3617519786679466e-05
0.7506734613875579,0.7999268028585735,0.12231908741704513,0.2009504886696173,0.6851840033416039,0.0405543623574659
0.9841259255759824,0.9647120211785581,0.19199448968890265,0.7051724391785377,0.3800588011205507,0.001101968835725553
0.2868711367124247,0.5101094301231426,0.20833241882926676,0.5442428714698639,0.07526035662047634,0.0005635799381370488
0.5665845129598159,0.9284569659930846,0.9370963250483886,0.45738778367062277,0.6882416840110189,0.05850183883854565
0.7256472877811282,0.2794236739652847,0.6527355373336151,0.3710728470909959,0.13867262969138494,0.0002716715001019887
0.0024567014146864782,0.9173983011628457,0.5209018549039304,0.5402932424883085,0.7862274867813152,0.00033100224176341175
0.16592190900710135,0.5843607971961896,0.8034607578223146,0.7561232488191821,0.7663945318869558,0.013388392602817323
0.012714010779092687,0.24935752669489825,0.8788702726403403,0.8622450780710837,0.6691066748123393,0.0027205715651370532
0.4493328156653628,0.6495632963300465,0.9117222051781678,0.8059960238079655,0.2576000603814687,6.715617872166124e-05
0.15873275772707987,0.14259100517331472,0.4251019375501178,0.48472383392092994,0.45862266473835156,0.0001721428258940616
0.08562976996208498,0.319572069354135,0.5404273875707281,0.17257409252851896,0.1259398352753257,4.0507705740822075e-06
0.23069161958477274,0.9183681348640271,0.6722312706838918,0.308675632350355,0.4042122105485517,0.0007455917465003514
0.5576346262479565,0.024657686400387648,0.3572318289757143,0.05075286065095313,0.5647783043971827,5.541591662516776e-05
0.9166717713551509,0.5106089404478743,0.10422547175066434,0.4666492026596091,0.2164047514933231,0.0006261588120266559
0.5609278406285269,0.43486246044819626,0.994285514795986,0.7599365741541404,0.5313652562921756,0.0006842688864932001
0.41829393652404767,0.26682442429465214,0.9543144961063755,0.5840913284276077,0.21895543566655007,7.409790560497509e-05
0.6107749107953302,0.6485125352887593,0.6674577227413959,0.23523729262107748,0.17420882585045291,1.722059189368519e-05
0.7468487668273495,0.1466086936952884,0.33083155030715095,0.6212410669291851,0.6875218188759381,4.877069760866881e-05
0.051143682031777,0.555046937886722,0.24068367008670097,0.7233140563362696,0.2838743329521568,0.016998839186894266
0.2200409835198929,0.991915974912692,0.8815839351457709,0.9382092944246192,0.8725884362013522,0.0020300781520520284
0.8822482828368906,0.4749536050038283,0.7115019479335607,0.9979543867976833,0.3070317985306406,0.007581235592622693
0.354202063005887,0.06702253559938379,0.5295349181453357,0.6348204831214636,0.6950159511780222,0.00011555736603252598
0.0473931278282433,0.23871567938729465,0.1539138610266722,0.09134854638213148,0.3677803302734882,0.032820712364203586
0.7236928269880075,0.8402833922600292,0.604266892830468,0.792373388185839,0.25531724632149283,0.00021260942710688013
0.6808581634995923,0.6503487799551123,0.4432492447885451,0.8031688773578383,0.5620598376296235,4.4952428388755905e-05
0.5437441170713834,0.42965897578318735,0.308297519075582,0.3552043956611713,0.13581687965104278,0.0019290195145388322
0.473737948007205,0.9436338644090592,0.8865639217882375,0.5255540676911437,0.0772517888802963,2.060995386798936e-06
0.995777153253232,0.7206654288253991,0.7856116366753191,0.8398126957903881,0.06008629357397939,0.0028659230867522645
0.1995275889224339,0.046582515193338586,0.4343946980006562,0.36582338208710186,0.05328545770330826,0.008164892697039017
0.8848009119882579,0.12095183090302913,0.9449075353610772,0.6929860867276202,0.8864195723185325,0.12196037415069783
0.25738075200591515,0.5334395857052842,0.8465658417258121,0.9977603968050633,0.5104683964665526,1.0282856989562994e-05
0.20817914686715894,0.022461033402150315,0.4405206890637557,0.31122218112379085,0.2812104434482566,2.1635786930263023e-05
0.7010939482280808,0.9437269270861245,0.578550324922053,0.5750321766214945,0.07378395544995281,0.000683412125026206
0.2967984496142797,0.29981684928660657,0.18626543861034386,0.2910740316252903,0.14792844706683347,1.4413313713323994e-05
0.8344768596087914,0.507828360436092,0.6735907877111302,0.2527066094394851,0.6788448003416804,0.0005268720557417561
0.4946303817384461,0.581328907954783,0.8126895462412669,0.5256734685287208,0.3517230671059257,0.0034869954336714803
0.22798588227137223,0.6882115343000966,0.7044384320190248,0.6727189414312555,0.6651829365488929,9.94756686646392e-05
0.6412875781262585,0.24553692752443818,0.36134054314566016,0.949443510196867,0.272986102838328,9.176138027311431e-06
0.9422868592741052,0.6694156704321126,0.44922403517695597,0.45382124552408826,0.4619214339138854,0.0010891171988371973
0.7834577593086128,0.16722461389588042,0.27136802547489747,0.676493174206659,0.44751689916114573,0.0006026058037824633
0.6177686349942323,0.1061199100036653,0.7108481973657325,0.01892118876350402,0.28749649930373455,0.010064471426817545
0.5130627892663667,0.39811312906157525,0.898083763797323,0.7624615588918723,0.2678271188219528,0.0026228688840436165
